Vec_mean,Vec_std,Vec_std/mean*100,X_mean,X_std,X_std/mean*100,Z_mean,Z_std,Z_std/mean*100,atomic_mass_mean,atomic_mass_std,atomic_mass_std/mean*100,atomic_radius_mean,atomic_radius_std,atomic_radius_std/mean*100,average_cationic_radius_mean,average_cationic_radius_std,average_cationic_radius_std/mean*100,electron_affinity_mean,electron_affinity_std,electron_affinity_std/mean*100,group_mean,group_std,group_std/mean*100,ionization_energy_mean,ionization_energy_std,ionization_energy_std/mean*100,max_oxidation_state_mean,max_oxidation_state_std,max_oxidation_state_std/mean*100,min_oxidation_state_mean,min_oxidation_state_std,min_oxidation_state_std/mean*100,row_mean,row_std,row_std/mean*100,mendeleev_no_mean,mendeleev_no_std,mendeleev_no_std/mean*100,electrical_resistivity_mean,electrical_resistivity_std,electrical_resistivity_std/mean*100,molar_volume_mean,molar_volume_std,molar_volume_std/mean*100,thermal_conductivity_mean,thermal_conductivity_std,thermal_conductivity_std/mean*100,boiling_point_mean,boiling_point_std,boiling_point_std/mean*100,melting_point_mean,melting_point_std,melting_point_std/mean*100,liquid_range_mean,liquid_range_std,liquid_range_std/mean*100,density_of_solid_mean,density_of_solid_std,density_of_solid_std/mean*100,atomic_radius_calculated_mean,atomic_radius_calculated_std,atomic_radius_calculated_std/mean*100,汽化热_mean,汽化热_std,汽化热_std/mean*100,熔化热_mean,熔化热_std,熔化热_std/mean*100,标准摩尔生成焓_mean,标准摩尔生成焓_std,标准摩尔生成焓_std/mean*100,entropy,enthalpy,oumiga,Ag,Al,Cr,Cu,Fe,Li,Mg,Mn,Ni,Sc,Si,Ti,Zn,Zr,Tensile Strength (MPa),density,Processing_number
3.13978495,1.011914541,32.22878499,1.61292323,0.049776512,3.086105466,13.30582647,2.121053606,15.94078813,27.6653428,4.844404039,17.51073202,1.253213304,0.032891073,2.624539115,0.677802783,0.031035231,4.578799541,0.432525033,0.176317648,40.76472683,12.84221055,1.182670013,9.209240172,6.062548824,0.394436548,6.506117469,3.0347587,0.372930225,12.28862858,0.9212303,0.593409601,64.41490264,3.02075519,0.142563712,4.719472563,79.74118527,2.11834934,2.656531042,1.00374E-05,9.95076E-05,991.36847,10.00628406,0.566701931,5.663460359,232.918629,27.37593596,11.75343341,2778.182544,181.2159247,6.522822811,949.4267055,108.9847393,11.47900503,1828.755838,184.1652257,10.07052018,2.798365598,0.777032059,27.76735319,1.188467117,0.054497876,4.585560293,283.0065512,21.28694513,7.521714615,11.17155285,4.000196327,35.80698566,329.5989994,25.11367608,7.619463688,1.960484865,-1.338549381,1390.562584,0,0.960240059,0.001250313,0.009002251,0.00100025,0,0.009002251,0.005501375,0,0,0.010002501,0,0.004001,0,389,2.766606408,0
3.5166,1.952875941,55.53307003,1.628048,0.070613807,4.337329532,14.0494,3.937938501,28.02922902,29.38150046,9.00416976,30.64571114,1.25684,0.025772357,2.050567875,0.684161,0.035517757,5.191432606,0.480347908,0.202880773,42.2362145,12.8506,0.62151399,4.836458922,6.100277711,0.429509856,7.040824644,3.0756,0.325399201,10.58002344,0.9868,0.224111044,22.71088811,3.0666,0.249327977,8.130436861,79.4186,2.32348317,2.925615876,3.08454E-08,7.78746E-08,252.4673522,9.810364,0.715215875,7.290411189,244.5856,42.4896716,17.37210678,2816.7908,104.1913367,3.698937694,962.562008,110.1507245,11.44349388,1854.228792,57.44151317,3.097865453,3.1072542,1.530271566,49.24835458,1.198648,0.070721228,5.900083097,285.2853,6.965988366,2.441762112,10.90516,0.598041114,5.484019623,331.25196,4.631479262,1.398174146,2.164807214,-0.5136312,4056.920956,0,0.9334,0,0.063,0,0,0,0.003,0,0,0,0.0006,0,0,415,2.996624656,0
3.385692874,1.708588695,50.46496414,1.61905703,0.072724,4.491750352,13.82191096,3.500489588,25.32565576,28.851743,8.003897475,27.74146947,1.259317157,0.039681809,3.151057586,0.684554777,0.039713344,5.801339133,0.449492287,0.219417546,48.81452973,12.69034527,1.503925483,11.85094221,6.110633824,0.454451394,7.437058209,3.063531751,0.426681062,13.9277506,0.95297651,0.431721002,45.30237601,3.054527261,0.227055144,7.433397204,79.35342691,2.717552108,3.424618462,2.53705E-06,4.99482E-05,1968.754945,9.914262115,0.821733829,8.288401285,238.7171598,41.28009683,17.2924715,2786.006497,208.503308,7.483949096,960.4522376,118.8478792,12.37415818,1825.554259,199.29357,10.91688012,3.006048276,1.358257655,45.18415975,1.200135064,0.076055716,6.337263093,282.6361171,21.73361845,7.689611179,10.95513748,2.09044809,19.08189736,328.5374576,25.25618927,7.687461103,2.885402719,-1.07989508,2566.259954,0,0.927963981,0.00050025,0.043521761,0.002501251,0,0.015007504,0.006003002,0,0,0.002501251,0.000750375,0.001250625,0,436,2.911869415,0
3.422922874,1.7343075,50.66744311,1.624196697,0.070114161,4.316851574,13.89139128,3.58476846,25.80568345,29.00756375,8.195218219,28.25200451,1.256468967,0.034749481,2.765645817,0.68216633,0.037931468,5.560442721,0.462399673,0.219839376,47.54315117,12.78728737,1.099776058,8.600542295,6.11364389,0.466220798,7.625907014,3.091591591,0.464580663,15.02723273,0.911911909,0.610016723,66.89425992,3.058558551,0.234796607,7.676707942,79.38613627,2.883767063,3.632582713,8.54687E-06,9.18449E-05,1074.602127,9.875440442,0.750764279,7.602337162,238.5144144,42.98957899,18.02389139,2802.429935,156.7072931,5.591836254,967.5716232,136.9085502,14.14970705,1834.858312,153.0487319,8.341174408,3.034563775,1.389316573,45.78307382,1.19853353,0.075742244,6.319576521,284.7040546,17.67615213,6.208605688,11.22071577,3.706049153,33.0286341,331.0873281,20.06284245,6.059682973,2.919081129,-1.646693485,1715.206924,0,0.927927926,0.000500501,0.044544545,0.003503504,0,0.005005005,0.008008008,0,0,0.008508509,0.000750751,0.001251251,0,431,2.939068351,0
3.3736,1.851384088,54.87858927,1.603061,0.051157016,3.191208315,13.752,3.530679255,25.67393292,28.67172606,7.994392583,27.88249499,1.26212,0.046621943,3.693939034,0.689564,0.05208029,7.552640459,0.361261638,0.256332881,70.95491304,12.6136,1.88305471,14.92876506,6.18494606,0.738375406,11.93826752,2.9436,0.352163371,11.96369653,0.9847,0.235087026,23.87397445,3.0473,0.212279792,6.966159938,79.5354,1.96049658,2.46493584,3.24881E-08,6.95397E-08,214.0466326,10.067057,0.718663112,7.138760734,227.08932,28.79574896,12.68036249,2680.8613,398.1701763,14.85232288,926.58922,78.89266578,8.514308615,1754.27208,364.1705925,20.75907134,2.8831946,0.96578858,33.49716943,1.200013,0.071063562,5.921899338,272.40766,42.15929935,15.47654693,10.58214,0.880344376,8.31915261,317.015702,50.19216447,15.83270613,2.79874286,-0.30454584,8515.253281,0,0.924,0.0019,0,0,0,0.0287,0.0024,0,0,0,0,0.043,0,456,2.849946599,0
3.05640921,0.638983389,20.90634286,1.610357877,0.042665075,2.649415713,13.14410129,1.434875531,10.91649782,27.29674649,3.250016645,11.90624181,1.253045698,0.030791298,2.457316471,0.677948595,0.028727752,4.237452805,0.429447956,0.130748849,30.44579615,12.84668901,1.215368878,9.460561218,6.034416285,0.304067384,5.038886444,3.01761852,0.285614439,9.464895482,0.94909652,0.460091247,48.47676053,3.01096151,0.104121829,3.458092333,79.78467384,2.004920603,2.512914457,6.03512E-06,7.72651E-05,1280.256363,10.02629611,0.508986966,5.07652039,232.9001944,19.56002043,8.398456034,2780.817168,161.1017272,5.79332324,945.4617997,102.8913433,10.88265473,1835.355368,164.308858,8.952427461,2.742559435,0.539683647,19.67810214,1.186352671,0.048359822,4.076344478,283.3794998,19.03503886,6.717154514,11.01444284,3.132572257,28.44058754,330.0397544,22.88335825,6.933515719,1.420077368,-0.906659877,1480.851792,0,0.973021672,0.00195205,0.002752891,0.003503679,0,0.010010511,0.000750788,0,0,0.006006307,0.000750788,0.001251314,0,297,2.724337808,0
3.4385,1.963470843,57.10254014,1.605565,0.06237452,3.884895363,13.8905,3.788206667,27.27192446,28.97985756,8.578595662,29.60192487,1.263575,0.050417947,3.990103235,0.691254167,0.055242074,7.991572001,0.365300573,0.274241874,75.07293855,12.5535,1.997032236,15.90817091,6.214142193,0.766601605,12.3364027,2.9585,0.404694638,13.6790481,0.9605,0.393623869,40.98114198,3.0565,0.230884711,7.553892082,79.4205,2.327376151,2.930447619,3.03209E-06,5.46883E-05,1803.649983,10.059625,0.813053387,8.082342896,227.1041,33.17402513,14.60740917,2681.227,408.8622671,15.24907317,934.138355,106.6605872,11.4180717,1747.088645,371.9696603,21.29082925,2.933242,1.112472733,37.92638769,1.20347,0.077484573,6.438429982,272.55045,43.57408002,15.98752819,10.717175,2.365823973,22.07507083,317.13627,51.98871032,16.39317708,3.533603031,-0.684874,4819.680879,0,0.9085,0.0015,0.006,0.004,0,0.032,0.002,0,0,0.003,0,0.043,0,540,2.882673545,0
3.62274159,2.292925141,63.2925392,1.609867372,0.061727436,3.834318079,14.23372207,4.400377357,30.91515582,29.76588548,9.974734719,33.51062654,1.263995797,0.046931025,3.712909901,0.694203994,0.05833411,8.403021324,0.365680511,0.295919956,80.92308644,12.60877829,1.786637558,14.16979121,6.252738176,0.841096054,13.45164359,2.94810072,0.365220241,12.38832306,0.98333415,0.241304495,24.53941982,3.07637256,0.265593283,8.633326361,79.37976054,2.232119637,2.81195058,7.81005E-07,2.7388E-05,3506.762298,9.99797706,0.77893131,7.790889146,228.5557255,37.42099508,16.37281018,2673.550826,431.3601355,16.13435328,931.6172824,107.6401617,11.55411816,1741.933544,381.9401506,21.92621825,3.042832703,1.309787208,43.04499578,1.206471652,0.080369154,6.661503739,271.4286077,45.42033789,16.73380646,10.61482403,1.509256257,14.21838227,315.5407184,53.87713482,17.07454274,3.746775736,-0.315431228,11065.997,0,0.897852961,0.002302187,0.016015214,0.001000951,0,0.025023773,0.000500475,0,0,0.000750713,0.000500475,0.056053251,0,562,2.979020652,0
3.3657,1.744122562,51.8204998,1.615577,0.095839277,5.932201145,13.7653,4.168166972,30.28024796,28.77639886,9.56291662,33.23180453,1.259435,0.040363731,3.204907831,0.686604417,0.046954513,6.8386559,0.471283424,0.182966692,38.82306962,12.7107,1.526435557,12.00905975,6.070702335,0.39321822,6.477310178,3.0205,0.314133332,10.40004408,0.9986,0.072097434,7.219851199,3.0437,0.273843587,8.99706235,78.7472,7.535588375,9.569341355,1.27916E-07,9.99923E-06,7817.006851,9.92494,0.746893685,7.525422671,240.8059,40.98434122,17.01965825,2792.8392,189.9374538,6.800873239,949.967263,113.9246138,11.99247788,1842.871937,122.4036238,6.642003787,2.9866153,1.402850619,46.97125266,1.201796,0.08786862,7.31144221,283.17889,20.63305075,7.286224885,10.775269,1.101925627,10.22643265,328.77018,23.94206922,7.282311682,2.557512123,-0.67479672,3600.421756,0.0037,0.9344,0,0.045,0.0003,0.0116,0.0036,0,0,0,0.0001,0,0,0.0013,480,2.901248768,1
3.2863,1.626509241,49.49363237,1.606487,0.113500347,7.06512703,13.4897,3.774929656,27.9837925,28.17029259,8.486509412,30.1257411,1.259635,0.03851515,3.057643678,0.6868395,0.045072425,6.562293611,0.468140849,0.161976113,34.59986746,12.6093,1.902328444,15.08670937,6.047488958,0.370946418,6.133891607,2.999,0.387038758,12.90559379,0.9953,0.118650369,11.92106588,3.0228,0.270703085,8.9553753,77.9898,10.4583601,13.40990758,2.93534E-08,2.59696E-08,88.4722694,9.959868,0.771608866,7.747179644,237.29728,41.85941338,17.64007298,2784.1106,220.0990899,7.90554405,942.97519,129.5498793,13.73841864,1841.13541,118.4738027,6.434822887,2.915479,1.299234452,44.56332739,1.204897,0.09917091,8.230654571,282.30205,25.32412393,8.970577412,10.678391,1.354367727,12.68325656,327.720558,29.7208362,9.068956912,2.593652486,-0.93690068,2610.468748,0,0.9323,0.0001,0.0399,0.0012,0.0234,0.0002,0.0001,0.0001,0,0,0.0001,0.0005,0.0021,540.98,2.830344442,1
3.467,1.994720782,57.53449041,1.609035,0.035432454,2.20209341,13.9422,3.916587693,28.09160458,29.11122026,8.88565769,30.52313716,1.258615,0.036318477,2.885590673,0.687943333,0.050142169,7.288706223,0.369356797,0.250462172,67.81035939,12.796,1.242330069,9.708737644,6.185151773,0.769756412,12.44523077,2.9576,0.346413395,11.71265197,0.9789,0.28399787,29.01193888,3.0579,0.238636942,7.803948521,79.5927,2.093897493,2.630765752,9.32649E-07,2.99856E-05,3215.09961,9.99249,0.511549137,5.119335995,227.17536,29.97406974,13.19424331,2697.6365,386.1739053,14.3152684,927.351016,94.76437395,10.21882462,1770.285484,337.0303039,19.03818943,2.9422622,1.038144783,35.28389764,1.198043,0.072036381,6.012837665,274.37038,41.49455895,15.12355632,10.627796,1.519581871,14.29818441,319.355252,48.8081004,15.28332479,2.572463482,-0.42429968,5622.386101,0,0.932,0.0014,0,0.0012,0,0.0104,0.0022,0,0,0.0009,0,0.0507,0.0012,451.3,2.915182273,1
3.226,0.701372939,21.74125664,1.660345,0.117523746,7.078272674,13.314,1.427026279,10.71823854,27.48246225,3.18675781,11.59560516,1.22685,0.065662604,5.352129723,0.653742083,0.05823785,8.908383195,0.593619054,0.38948372,65.61172821,13.021,1.293274526,9.932221228,6.409988629,0.852483969,13.29930548,3.1935,0.477553924,14.9539353,0.0765,1.930193708,2523.12903,3.011,0.104302445,3.464046657,80.644,2.917407068,3.617636858,0.000180027,0.000384175,213.3977512,10.38679,0.911528549,8.775844598,217.7899,38.00917623,17.45222172,2847.4295,218.1100503,7.659892906,1075.79137,295.7076003,27.48744864,1771.63813,206.2173293,11.63992385,2.67511,0.539410506,20.16404955,1.17428,0.058053265,4.943732772,300.56455,42.39960045,14.10665378,17.94213,15.30813112,85.31947501,350.76055,50.8442564,14.49543183,4.976136487,-11.94185,448.2793443,0,0.7995,0,0.0025,0.0025,0,0.0095,0.003,0,0,0.18,0.002,0.001,0,209,2.647613749,1
3.2425,0.75676532,23.33894588,1.660815,0.118421644,7.130333242,13.3585,1.612134532,12.06823021,27.58080782,3.601421665,13.05770914,1.227625,0.066993353,5.457151265,0.654548333,0.059747572,9.128061165,0.591787623,0.391515115,66.15804376,12.9925,1.3716573,10.55730075,6.418357543,0.857422643,13.35891054,3.203,0.506745498,15.82096467,0.066,1.933298735,2929.240508,3.0145,0.119539742,3.965491536,80.5705,3.148496427,3.907753367,0.000180028,0.000384174,213.3973573,10.380605,0.938759279,9.043396594,217.1724,38.89439803,17.9094572,2847.1975,223.7165047,7.857428392,1078.852255,298.7602265,27.6924134,1768.345245,212.0341827,11.99054219,2.692257,0.621405393,23.08120631,1.17588,0.062962097,5.354466147,300.6079,42.78351187,14.23233117,17.951255,15.30498285,85.25856744,350.87285,51.37604128,14.642353,5.165722735,-12.109967,460.2037001,0,0.795,0,0.0025,0.006,0,0.0105,0.003,0,0,0.18,0.002,0.001,0,236,2.658666378,1
3.2645,0.717314262,21.97317389,1.671495,0.126743106,7.582619525,13.3525,1.432565444,10.72881815,27.52260589,3.189528341,11.58875854,1.221225,0.070804303,5.797809852,0.648619583,0.062673418,9.66258488,0.630607252,0.419685779,66.55264073,13.0445,1.375688827,10.54612156,6.499115769,0.913755355,14.05968731,3.232,0.503165977,15.56825423,-0.1235,2.077558122,-1682.233297,3.011,0.104302445,3.464046657,80.8335,3.050373379,3.773650007,0.000220026,0.000414232,188.2647877,10.47519,0.973873331,9.296951468,214.2774,40.11105046,18.71921652,2860.526,234.132681,8.184952034,1105.916865,317.2899287,28.69021521,1754.609135,218.7366518,12.46640334,2.658867,0.544752649,20.4881496,1.171885,0.060352272,5.150016625,304.2921,45.68509557,15.0135661,19.533805,16.50560165,84.49762681,355.24885,54.81586831,15.43027326,5.482740293,-13.800623,439.3609591,0,0.758,0,0.0025,0.0025,0,0.011,0.003,0,0,0.22,0.002,0.001,0,181,2.62908722,1
3.282,0.769724626,23.45291365,1.672265,0.127035112,7.596589797,13.398,1.615424402,12.05720557,27.62362801,3.601307257,13.03705384,1.22175,0.071567713,5.857803372,0.649240833,0.063801418,9.827080234,0.629628657,0.420471031,66.78079623,13.027,1.407576286,10.80506859,6.505824216,0.91699204,14.09494031,3.2425,0.528860804,16.31027923,-0.134,2.079433577,-1551.816102,3.0145,0.119539742,3.965491536,80.767,3.267217624,4.045238307,0.000220027,0.000414232,188.2645075,10.465005,0.993802546,9.496436416,213.7349,40.86814826,19.12095229,2861.723,234.65294,8.199708359,1108.98822,319.8427437,28.84095051,1752.73478,220.1281758,12.55912636,2.676976,0.625790087,23.37675375,1.173215,0.064557058,5.502576961,304.48775,45.71788868,15.01468899,19.54448,16.5009029,84.42743372,355.54495,54.91195147,15.44444703,5.634383238,-13.960937,447.5677125,0,0.7545,0,0.0025,0.006,0,0.011,0.003,0,0,0.22,0.002,0.001,0,222,2.641298995,1
3.445,1.832204956,53.18446896,1.6231,0.079639124,4.906606096,13.925,3.728186556,26.77333254,29.03820621,8.334795307,28.70285874,1.25975,0.037979435,3.014839073,0.684875,0.036624573,5.347628892,0.466646959,0.214589648,45.9854381,12.695,1.435957868,11.3112081,6.113382625,0.448310852,7.333269974,3.045,0.270138853,8.871555113,0.96,0.28,29.16666667,3.06,0.237486842,7.7610079,79.315,2.491139298,3.140817371,2.7763E-08,6.93501E-09,24.97934248,9.8762,0.889561443,9.007122603,237.595,39.76632966,16.73702294,2794.765,200.9633045,7.190704927,966.17555,136.9626567,14.17575271,1828.58945,180.2944456,9.859755319,3.05853,1.484472694,48.53549561,1.20105,0.07408372,6.168246079,284.5255,23.30586406,8.191133682,10.95435,1.067602256,9.745920627,330.387,26.55138849,8.036450736,2.844265087,-1.8862,1456.928949,0,0.925,0,0.04,0,0,0.015,0,0.02,0,0,0,0,0,330.948336,2.94201423,1
3.62616,2.298843982,63.39609896,1.6111252,0.059067402,3.666220449,14.25292,4.493398655,31.52616204,29.81733194,10.21239828,34.24987284,1.262723,0.044008809,3.48523065,0.6929226,0.055839246,8.058511317,0.371950269,0.289580648,77.85466812,12.67856,1.589413831,12.53623307,6.240266396,0.831036802,13.31732893,2.94416,0.302724123,10.28218991,1,0,0,3.07652,0.27126498,8.817266925,79.45044,2.026806307,2.5510322,2.95861E-08,1.73765E-08,58.73210223,9.9859452,0.726750168,7.277730384,229.78898,37.07608408,16.13483992,2684.3249,425.8226684,15.86330583,929.2572308,92.36837095,9.94002176,1755.067669,366.3160327,20.87190364,3.04543666,1.308654558,42.97099906,1.2048078,0.080411983,6.674258193,272.468644,45.16309371,16.57551968,10.57955,0.940177929,8.886747817,316.655826,53.03056965,16.74706899,3.408672131,-0.268049206,11816.98416,0,0.90524,0,0.018,0,0,0.0197,0,0,0,0,0,0.0556,0.00146,492,2.987786671,1
3.6345,2.311733062,63.6052569,1.610316,0.058812075,3.652207071,14.2489,4.428244437,31.07779854,29.80160338,10.03602639,33.67612896,1.263425,0.045122271,3.571424611,0.693890333,0.057774339,8.326148352,0.364738397,0.294513395,80.74647416,12.6425,1.689051139,13.36010393,6.251771014,0.84711382,13.54998157,2.9458,0.356458076,12.10055252,0.9881,0.198892911,20.1288241,3.0768,0.266273844,8.6542461,79.4131,2.089844107,2.631611292,2.3031E-07,1.41403E-05,6139.691274,9.988022,0.743952678,7.448448534,228.58668,36.97223865,16.17427518,2673.2542,430.4810435,16.10325885,929.535403,100.969799,10.86239412,1743.718797,379.6671614,21.77341679,3.0468618,1.307265232,42.9053012,1.205675,0.078500983,6.510957204,271.34708,45.19781917,16.65682902,10.581683,1.159242476,10.95518053,315.471192,53.60338232,16.99153003,3.607800521,-0.1974156,16987.40277,0,0.9006,0.0019,0.0153,0.0008,0,0.0224,0.0006,0,0,0.0002,0.0002,0.058,0,517.3,2.985569374,1
3.616,2.287475464,63.25983032,1.60953,0.060765772,3.775373708,14.216,4.380564347,30.81432433,29.72663804,9.930034038,33.40449742,1.2639,0.046441253,3.674440479,0.69422,0.058195288,8.38283087,0.366131568,0.293769427,80.23602796,12.616,1.773286215,14.05585142,6.248344642,0.837174089,13.39833407,2.944,0.347655001,11.80893347,0.991,0.164070107,16.55601483,3.075,0.263391344,8.565572157,79.404,2.09207648,2.634724297,2.94162E-08,9.69059E-09,32.94305275,9.99841,0.772116165,7.722389508,228.902,36.5962074,15.9877185,2672.987,430.2768072,16.09722783,930.2524,103.8328305,11.1617912,1742.7346,381.8212835,21.90931904,3.03743,1.300536003,42.81698683,1.20595,0.078944902,6.546283152,271.3134,45.14715695,16.6402238,10.58384,1.050548835,9.925970488,315.38074,53.56213456,16.98332452,3.592073222,-0.154752,21592.83716,0,0.9,0.003,0.016,0,0,0.025,0,0,0,0,0,0.056,0,503.317261,2.974954357,1
3.7285,2.466736255,66.15894474,1.61189,0.063749729,3.954967686,14.4165,4.705850375,32.64211407,30.18241562,10.6697104,35.35075035,1.264475,0.046035034,3.640644079,0.6956575,0.059411322,8.540312165,0.363076816,0.312012063,85.93555123,12.6335,1.691501626,13.38901829,6.281222809,0.887505766,14.1295062,2.9345,0.324360525,11.05334894,1,0,0,3.086,0.280364049,9.085030753,79.4035,1.796576675,2.26259129,2.92959E-08,8.56325E-09,29.23019399,9.97666,0.777405843,7.792245529,229.5075,39.33662344,17.13958082,2664.2265,449.0333175,16.85417203,927.147995,87.3726952,9.423813207,1737.078505,390.9943757,22.50873375,3.098393,1.405647947,45.36699984,1.207645,0.078987999,6.540663765,270.13675,46.83761122,17.33848179,10.541215,0.946494783,8.978991347,313.8917,55.48288539,17.67580519,3.752203518,-0.042446,81959.38295,0,0.8905,0,0.022,0,0,0.0235,0,0,0,0,0,0.064,0,550,3.027149542,1
3.80807522,2.581069313,67.77884269,1.610647922,0.06128047,3.804709207,14.58137786,4.930519253,33.81380896,30.55206181,11.17038778,36.56181324,1.265887826,0.048110501,3.800534315,0.698141958,0.063573591,9.106112292,0.342954788,0.327095534,95.37570122,12.59628762,1.767286642,14.03021823,6.32275766,0.952245142,15.06059844,2.92700256,0.390415028,13.33839037,0.98343922,0.244775245,24.88971764,3.09666283,0.2954981,9.542469314,79.30950114,2.235603472,2.818834364,7.82111E-07,2.7384E-05,3501.289294,9.980385247,0.779072153,7.806032875,226.0811522,40.43824359,17.8866054,2639.887593,480.096055,18.18623097,925.770726,108.3441559,11.70313047,1714.116867,420.4509386,24.52872069,3.132676224,1.427350032,45.56327976,1.211115725,0.085194921,7.034416184,267.8686167,50.49334705,18.85004211,10.53573836,1.558436903,14.79190969,311.3503481,59.84464504,19.22099828,4.161511038,-0.24928455,15454.64847,0,0.878070746,0.001601041,0.015510082,0.00100065,0,0.024515935,0.00100065,0,0,0.000750488,0.000500325,0.077050083,0,482.5,3.063058299,1
3.8263,2.590005465,67.68955558,1.61161,0.063442162,3.936570377,14.6311,4.974094168,33.99672046,30.66223087,11.26826807,36.74966806,1.266215,0.049313525,3.894561767,0.698396083,0.064449794,9.228258276,0.342856927,0.331161507,96.58883347,12.5753,1.801257869,14.32377652,6.332990167,0.958620153,15.13692786,2.9408,0.441469546,15.01188608,0.9622,0.378115273,39.29695213,3.1006,0.300798338,9.701294516,79.2367,2.579781601,3.25579132,2.53335E-06,4.99358E-05,1971.136328,9.974398,0.801318836,8.033756387,225.217,42.01173873,18.65389324,2641.4342,481.5045371,18.22890523,930.377523,124.6984879,13.40299876,1711.056677,421.7046404,24.64586042,3.150356,1.453210679,46.12845909,1.212643,0.0887588,7.319450147,268.19814,50.95920177,19.00057986,10.619915,2.301699099,21.67342299,311.806428,60.42770939,19.3798793,4.459473856,-0.5906,7025.049508,0,0.8724,0.0016,0.0155,0.0035,0,0.0245,0.002,0,0,0.0025,0.001,0.077,0,517,3.075941058,1
3.6256,2.300309683,63.4463174,1.61043,0.058498847,3.632498587,14.2272,4.398997631,30.91963022,29.75308347,9.970671069,33.51138742,1.26313,0.044520816,3.524642474,0.693658,0.057368537,8.270435429,0.367442833,0.292152231,79.50957392,12.6536,1.664574132,13.15494509,6.246147076,0.839564151,13.44131256,2.9436,0.334094358,11.34985589,0.9934,0.140557604,14.14914474,3.0752,0.263713784,8.575500268,79.4394,1.965585826,2.474321088,2.93182E-08,9.30557E-09,31.73990089,9.987786,0.736603013,7.375037998,229.1248,36.36475251,15.87115516,2675.5404,426.8410997,15.95345373,929.045796,97.91127301,10.53890706,1746.494604,376.2037683,21.54050562,3.041204,1.299999661,42.74621699,1.204996,0.077042066,6.393553699,271.55468,44.72999618,16.4718193,10.57682,1.010966907,9.558325728,315.678376,53.04110166,16.80226005,3.48519599,-0.102076,31720.54824,0,0.9028,0.0022,0.016,0,0,0.022,0,0,0,0,0,0.057,0,495,2.980774182,1
3.63095,2.300858991,63.36796131,1.6106085,0.059766502,3.710802577,14.24735,4.416624048,30.99961781,29.79725754,10.01013907,33.59416235,1.2634075,0.045567137,3.606685623,0.69383275,0.057990276,8.357961771,0.366437883,0.294769777,80.44194952,12.63545,1.707382001,13.51263312,6.251908289,0.844068537,13.5009744,2.95005,0.365861992,12.40189124,0.98135,0.258461172,26.33730801,3.07705,0.266670766,8.666442408,79.39385,2.231419319,2.810569482,1.03046E-06,3.1606E-05,3067.17932,9.9887315,0.751605672,7.524535741,228.47673,37.37398029,16.35789355,2675.5917,428.8439977,16.02800598,931.5284865,108.3578543,11.63226417,1744.063214,378.2794843,21.68955124,3.047176,1.309157391,42.96297265,1.205964,0.079784652,6.615840279,271.676605,45.19365073,16.6350911,10.6243325,1.634603287,15.38546809,315.857217,53.58794394,16.96587605,3.705122069,-0.33016628,10453.6016,0,0.89945,0.00215,0.0155,0.0012,0,0.0225,0.0006,0,0,0.001,0.0006,0.057,0,545,2.984918985,1
3.81253125,2.583756002,67.77009374,1.610958364,0.061920581,3.843710849,14.59203277,4.940676165,33.85872444,30.57517476,11.19251479,36.60654398,1.265929336,0.048395171,3.822896732,0.698213433,0.063813833,9.139588283,0.34320118,0.327995789,95.56953994,12.59293365,1.772194317,14.07292666,6.325364747,0.95413192,15.08421978,2.92973677,0.400139511,13.65786563,0.97868079,0.281099842,28.72232142,3.09743769,0.296552839,9.574134142,79.29756785,2.294814272,2.893927689,1.28279E-06,3.53481E-05,2755.556342,9.979226817,0.784563078,7.861962583,225.9200274,40.6746992,18.00402544,2640.296923,480.4586397,18.19714425,926.8046423,112.3320146,12.12035519,1713.49228,420.6333425,24.54830683,3.136483315,1.433436473,45.70202769,1.211373735,0.085761056,7.079652922,267.9560113,50.59992301,18.8836678,10.55791728,1.800019235,17.04899922,311.4685658,59.9954433,19.2621182,4.230901533,-0.313633528,12502.55101,0,0.876789111,0.001601441,0.015513963,0.001751576,0,0.02452207,0.001000901,0,0,0.001251126,0.00050045,0.077069362,0,472,3.065729304,1
3.62274159,2.292925141,63.2925392,1.609867372,0.061727436,3.834318079,14.23372207,4.400377357,30.91515582,29.76588548,9.974734719,33.51062654,1.263995797,0.046931025,3.712909901,0.694203994,0.05833411,8.403021324,0.365680511,0.295919956,80.92308644,12.60877829,1.786637558,14.16979121,6.252738176,0.841096054,13.45164359,2.94810072,0.365220241,12.38832306,0.98333415,0.241304495,24.53941982,3.07637256,0.265593283,8.633326361,79.37976054,2.232119637,2.81195058,7.81005E-07,2.7388E-05,3506.762298,9.99797706,0.77893131,7.790889146,228.5557255,37.42099508,16.37281018,2673.550826,431.3601355,16.13435328,931.6172824,107.6401617,11.55411816,1741.933544,381.9401506,21.92621825,3.042832703,1.309787208,43.04499578,1.206471652,0.080369154,6.661503739,271.4286077,45.42033789,16.73380646,10.61482403,1.509256257,14.21838227,315.5407184,53.87713482,17.07454274,3.746775736,-0.315431228,11065.997,0,0.897852961,0.002302187,0.016015214,0.001000951,0,0.025023773,0.000500475,0,0,0.000750713,0.000500475,0.056053251,0,457,2.979020652,1
